Price,Close,High,Low,Open,Volume
Ticker,EXE,EXE,EXE,EXE,EXE
Date,,,,,
2021-02-10,36.691490173339844,40.77738253441897,35.068548979600315,35.068548979600315,1836900
2021-02-11,34.90544509887695,37.08295933521434,34.86466833122945,37.08295933521434,1652100
2021-02-12,34.66893768310547,35.47633142227552,33.8860124949254,35.07671160749944,2088200
2021-02-16,35.51709747314453,37.14003857128534,35.076701021058014,36.04720465929317,1369100
2021-02-17,36.09614944458008,36.37343586085682,35.47633439640946,35.908573796961754,1910200
2021-02-18,35.06855392456055,36.69964945593546,34.8891324205676,36.079834522882834,1589500
2021-02-19,35.88410186767578,36.39789783369832,35.07670820678322,35.6068155015283,1048200
2021-02-22,35.75360870361328,36.72410927635743,35.59865577181736,36.56915634456151,1449400
2021-02-23,35.606815338134766,35.84332493692452,34.253006171054835,35.84332493692452,888400
2021-02-24,36.699649810791016,36.76489512598944,34.77495656738756,35.26428709817216,3153100
2021-02-25,36.495765686035156,37.10742656345474,35.965658347844276,36.96062770398859,2485000
2021-02-26,36.0308952331543,36.650710074969226,35.407001782012316,36.34080420959545,466100
2021-03-01,36.430511474609375,36.92799603126603,35.949341355098504,36.251093109881246,718900
2021-03-02,36.944305419921875,38.12685005452154,36.430509564131114,36.430509564131114,756600
2021-03-03,38.534629821777344,38.85269293523388,36.87906894349449,37.11557541820085,1214600
2021-03-04,37.66199493408203,39.79057503619161,37.34393181281374,38.86900521762031,679700
2021-03-05,36.72412109375,38.39599678453781,35.90041908020425,38.33075145895443,968200
2021-03-08,36.185848236083984,36.805666190169454,35.07670293809304,36.44682323430922,1125500
2021-03-09,36.112449645996094,36.65071098098011,35.57337321133999,35.631276398732545,183400
2021-03-10,36.495765686035156,36.59363055532322,35.69652917953508,36.09614587725106,484300
2021-03-11,36.9769287109375,37.368391189870515,36.3000227022571,36.49575549725723,578900
2021-03-12,37.311309814453125,37.76801767752155,36.609938246946115,37.621218832644836,684300
2021-03-15,37.311309814453125,37.719083692206716,36.781202528946345,37.44995143957681,626800
2021-03-16,36.5446891784668,37.413246254918306,35.83923913361893,37.335768237159535,717600
2021-03-17,36.92800521850586,37.18898027855361,36.047215168611736,36.593630728377924,543100
2021-03-18,35.476318359375,36.90352656923491,35.247966041338856,36.6343943849206,886900
2021-03-19,35.321372985839844,35.688366972156224,34.90544190511537,35.31321576641594,537100
2021-03-22,34.86466598510742,35.47632679186369,34.187759865651294,35.256128528103304,539100
2021-03-23,34.008338928222656,34.840197936374004,33.470077583073845,34.48135496556312,447000
2021-03-24,33.926788330078125,34.90544634386401,33.6658132745443,34.66078261818455,688700
2021-03-25,34.38349533081055,34.522140075401595,32.62191219663498,33.55979341671542,675200
2021-03-26,35.33768081665039,35.34583492419971,34.36717713171147,34.473199196256765,325000
2021-03-29,34.677085876464844,35.4844762943825,34.530287053013026,35.39476866766625,204000
