Price,Close,High,Low,Open,Volume
Ticker,GEHC,GEHC,GEHC,GEHC,GEHC
Date,,,,,
2022-12-15,59.81655502319336,62.80738277435302,59.81655502319336,62.80738277435302,1318200
2022-12-16,56.5665283203125,59.81655972539021,54.831846414941026,59.81655972539021,2307500
2022-12-19,56.3272590637207,58.809647906412714,52.837959829684905,52.837959829684905,117200
2022-12-20,57.03508758544922,57.82267318465816,56.58646263634069,57.82267318465816,22200
2022-12-21,56.785850524902344,66.07735540673258,55.33031521749467,58.819614375354696,290700
2022-12-22,57.423892974853516,60.832442293159474,56.825728928399855,58.251357168916485,3253200
2022-12-23,57.3242073059082,60.46058906132037,56.825735938030746,57.912403672125,125800
2022-12-27,57.27436065673828,58.80965337521147,57.1995891913061,57.802739087198844,26500
2022-12-28,57.3242073059082,57.82267867378567,56.825735938030746,57.7528929865256,514800
2022-12-29,57.82267379760742,58.60028784894906,57.5734381346867,58.321145123448865,374800
2022-12-30,58.20151901245117,58.81962245475307,57.5535047014815,58.56041901218608,351100
2023-01-03,55.82878494262695,60.49447655993208,55.69918134130344,60.49447655993208,1794100
2023-01-04,60.30506134033203,60.52438613278976,53.33643068580486,53.964505607328434,33338500
2023-01-05,58.819618225097656,62.78744964222315,57.9622469102802,60.454603614733486,8850600
2023-01-06,58.769771575927734,59.75674269656204,57.69307165919812,59.49753927385001,5902600
2023-01-09,57.922367095947266,59.796620363899535,57.55349937614373,58.61025996613442,5288900
2023-01-10,59.81655502319336,59.876372947308845,57.877502002100904,58.96915534824511,6663000
2023-01-11,64.79131317138672,66.17706311327053,59.89134199330075,60.2552240009283,9219400
2023-01-12,65.44929504394531,66.31663039486912,63.465377237933104,65.88794469512328,5819800
2023-01-13,65.23993682861328,65.29975096043627,63.54513337132323,64.8012795790589,3772100
2023-01-17,63.13637924194336,65.52904310011539,63.06658975832379,63.74451105803806,3774600
2023-01-18,61.890201568603516,63.30585830685945,61.80047657793698,63.00677627231581,2610300
2023-01-19,63.74451446533203,64.30280374288988,61.11258636248067,61.142497229354824,2585600
2023-01-20,66.56586456298828,67.61265750065563,63.34574371607907,63.764457848718166,4001600
2023-01-23,69.30745697021484,69.69627164218878,66.57384316140096,67.14409301765599,3724100
2023-01-24,69.38721466064453,70.414064487744,68.4999362116322,68.81895759098417,2591000
2023-01-25,68.49993896484375,69.48691020843475,66.74531750484978,68.25070326451784,2802100
2023-01-26,69.00836944580078,69.23766198924304,67.59271274937139,68.30054109758609,2075900
2023-01-27,69.8657455444336,70.29443120539953,68.15100290056984,68.64947424559679,2810600
2023-01-30,71.28140258789062,73.72390914462845,67.71234591957182,68.20085331577468,4259900
2023-01-31,69.30745697021484,70.89758188116515,68.29057870694267,70.79290715130531,3084300
2023-02-01,69.79595947265625,70.52372337295417,67.32353826838647,68.78904523159588,2698700
2023-02-02,70.43400573730469,71.67021259880062,68.78904870361309,69.3772412662524,2776000
2023-02-03,70.33431243896484,70.41406207651968,68.88874092103576,69.41711934942491,3074900
2023-02-06,71.64029693603516,72.12879668777904,69.32739037303722,69.69626187884217,2227400
2023-02-07,71.41100311279297,71.97926014953941,70.88262469691442,71.36116054126,1932300
2023-02-08,69.9554672241211,71.20164559539047,69.80592429835494,70.99228854174552,1111900
2023-02-09,68.20085906982422,70.76300170413721,68.00146595065273,70.03523012978334,1186000
2023-02-10,69.02830505371094,69.32739088289492,67.9815198637042,67.99148381356002,1968100
2023-02-13,69.21772766113281,69.6563848557983,67.702378198031,68.31050620963262,2223200
2023-02-14,72.38801574707031,72.94630126902398,68.50392297071762,68.73920152726521,3036000
2023-02-15,72.0988998413086,73.31517122113334,71.50073570866009,72.47773535056974,1773000
2023-02-16,70.69320678710938,71.6004206412039,70.12494217619249,71.38109204177678,1829400
2023-02-17,72.9462890625,73.25534644421066,70.6732611251107,70.75301835949206,2408600
2023-02-21,72.2484359741211,72.8765071133615,72.02910737138254,72.39797889472183,1835500
2023-02-22,71.72005462646484,72.7768113713396,70.62640844895459,72.04903991095603,2010200
2023-02-23,75.6679458618164,75.97699563796127,72.0620000488374,72.21852533293085,3763200
2023-02-24,74.7806625366211,75.5383333955309,73.99307701222158,74.6111765231181,2102900
2023-02-27,75.80751037597656,76.7446387817154,74.34200364991871,74.77068923913245,2139600
2023-02-28,75.76763916015625,76.10659600022298,75.06978236821382,75.80751777770561,3511800
2023-03-01,75.06978607177734,75.50843567432395,74.78067178483245,75.13957175441446,2534300
2023-03-02,74.81058502197266,75.23927070957065,74.27223502317032,74.56134933397544,1391900
2023-03-03,76.13651275634766,76.66489114275005,74.89033444650474,75.29907697697745,2082700
2023-03-06,76.44556427001953,76.92410009847877,75.46855710636352,75.67792176048685,1874100
2023-03-07,76.01688385009766,76.60009443969466,75.69786247785478,76.12654815987516,1709400
2023-03-08,76.39571380615234,77.16336391886087,75.86932819986549,76.01687833101538,1641300
2023-03-09,76.14649200439453,77.1633779689187,75.66796369667635,76.76459930844001,1683800
2023-03-10,74.74079132080078,76.29601941322899,74.2722270606285,75.64800517269431,3388600
2023-03-13,76.00690460205078,77.24311894971315,73.81363384057153,74.72084768612268,2272100
2023-03-14,76.9041519165039,78.51920167426961,76.11656634607876,76.45553078682543,1992300
2023-03-15,76.52532958984375,76.5751721649852,75.35890076170118,75.69786526058398,2326200
2023-03-16,76.38574981689453,77.2132064491682,75.51840695917856,75.72776400633711,1624600
2023-03-17,75.6081314086914,77.3029385778357,75.19938885310853,76.62501723139184,5803300
2023-03-20,74.97008514404297,75.5782207763815,74.28219987935246,75.25919942876693,1714100
2023-03-21,76.28604125976562,76.44555572010108,75.26916319636548,75.41870610141295,1401600
2023-03-22,74.54139709472656,76.8144326801113,74.4815829708715,76.62501114647874,1549800
2023-03-23,75.47853088378906,76.47547358351852,74.64110266692953,75.17945263751173,1393700
2023-03-24,76.22623443603516,76.25614149869352,74.66103477300668,75.02990629328723,1154800
2023-03-27,76.14649200439453,77.22319210586589,76.03184570655564,76.58514929152811,1196600
2023-03-28,76.66490936279297,76.70478799091367,75.9172021991885,76.14649480329433,760800
2023-03-29,78.99773406982422,79.2270342277753,76.82439877170259,77.12348461145292,1786000
2023-03-30,81.88887023925781,82.03741676581875,79.25694220106641,79.5360849314702,2188900
2023-03-31,81.77920532226562,82.33749077887548,81.33058416692826,81.99853392481062,1916200
2023-04-03,81.55988311767578,82.36741190912598,81.22092623702147,81.74930467219994,1913100
2023-04-04,81.34054565429688,81.90881025608564,81.22091740639917,81.74929578413048,1552700
2023-04-05,80.87199401855469,81.5499153542404,80.40342973573335,81.25082950382321,1410600
2023-04-06,79.91493225097656,80.8121746159721,79.84513895860601,80.72245342190028,1356700
2023-04-10,80.34358978271484,80.38346839413191,79.45631159537038,79.68561170950169,1579200
