Date,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Close,MA50,RSI
2020-01-02,97.68376922607422,97.68376922607422,96.51780850600704,97.0810263727315,708900,97.68376922607422,,
2020-01-03,95.83601379394533,96.51780660711093,94.63052811097666,95.55934643168108,558900,95.83601379394533,,
2020-01-06,96.83399963378906,96.88340775109114,94.90720367693218,95.2233960272528,464700,96.83399963378906,,
2020-01-07,97.62448120117188,97.81221545603664,96.12256193053352,96.56721235637332,441800,97.62448120117188,,
2020-01-08,97.41697692871094,98.55329578737664,96.10280693914729,97.6640024397852,597600,97.41697692871094,,
2020-01-09,98.67184448242188,98.72125258693356,97.44660038443898,98.03945994548758,445400,98.67184448242188,,
2020-01-10,99.14614868164062,99.95639953926724,98.52364715048584,98.81019762824212,471300,99.14614868164062,,
2020-01-13,99.43268585205078,99.74887814059949,98.73113444741516,99.18566039104026,398200,99.43268585205078,,
2020-01-14,100.48008728027344,100.84568016822422,99.01769311261204,99.01769311261204,785200,100.48008728027344,,
2020-01-15,100.51961517333984,101.24092537867767,100.35163211168204,100.49984891261792,377700,100.51961517333984,,
2020-01-16,100.08456420898438,101.15245110191503,99.72860191134085,100.9645800159888,567000,100.08456420898438,,
2020-01-17,100.18341064453124,100.67780173684416,100.01531948365913,100.45037851510408,853800,100.18341064453124,,
2020-01-21,100.20319366455078,100.56904582768443,99.4220622938714,99.8670113069227,833000,100.20319366455078,,
2020-01-22,99.6890106201172,101.15241144151926,99.47147735198092,100.66790278292169,606600,99.6890106201172,,
2020-01-23,98.2751007080078,99.63961796215068,97.7016049970936,99.25399335676656,824400,98.2751007080078,,53.135992684693214
2020-01-24,98.66071319580078,98.82880440441288,97.889464079758,98.76947987050544,916100,98.66071319580078,,67.72973195584017
2020-01-27,97.56315612792967,97.9586705907344,96.7424649377768,97.29618820322776,1113100,97.56315612792967,,54.520181238589714
2020-01-28,96.43592834472656,98.49259716505952,93.94420047903024,96.40626608524832,1837900,96.43592834472656,,42.92722835028896
2020-01-29,97.39505004882812,98.33439015360256,95.95142889244784,96.900658931829,892000,97.39505004882812,,49.88023243409034
2020-01-30,94.35950469970705,97.13798082868502,93.56847576246804,96.24807516024389,959900,94.35950469970705,,30.281233668778313
2020-01-31,91.4426040649414,94.2408526580962,90.91854303095988,94.08265138927662,965000,91.4426040649414,,21.206449040907984
2020-02-03,91.8282241821289,93.05431224557285,91.4920342434264,92.40171224069736,990100,91.8282241821289,,21.7857700904231
2020-02-04,93.18283081054688,93.93430738186844,92.37202972226628,92.8070962967908,603000,93.18283081054688,,23.52900151110083
2020-02-05,95.1406478881836,95.87234478385726,94.26063211727316,94.4287233220962,648800,95.1406478881836,,32.87147532826971
2020-02-06,94.527587890625,95.6152469293454,94.42871116779776,95.6152469293454,376500,94.527587890625,,32.502993183421154
2020-02-07,92.02596282958984,94.62645740655958,91.4326949940002,93.93431285567328,597800,92.02596282958984,,27.690642327255944
2020-02-10,93.20262145996094,93.53880382002914,91.2547191271826,91.33382352148462,396100,93.20262145996094,,31.99389945003216
2020-02-11,94.78467559814452,95.14063784360712,93.73656873306608,93.91454985579738,502200,94.78467559814452,,38.042474985444166
2020-02-12,95.41748809814452,96.1491848583402,94.74511585953474,95.3878258373516,559400,95.41748809814452,,42.756816234812256
2020-02-13,94.9132080078125,95.397716751772,93.86510121538016,94.8044413545816,470200,94.9132080078125,,40.55800814191176
2020-02-14,94.488037109375,95.17029933158966,94.33972579481572,95.17029933158966,553200,94.488037109375,,41.98039139220481
2020-02-18,93.10375213623048,94.97255022318578,92.74778987739984,94.32984017008545,380300,93.10375213623048,,41.42498186848636
2020-02-19,93.27183532714844,93.83544093130593,93.03452214574828,93.38060198267095,533400,93.27183532714844,,38.93899601635371
2020-02-20,92.25341033935548,93.43005638547962,91.323952374612,92.7181317779154,439000,92.25341033935548,,43.664509317910564
2020-02-21,91.8084487915039,92.30284001552258,91.0965242219072,91.73923432189376,520400,91.8084487915039,,51.292786900449585
2020-02-24,87.62588500976562,89.53423503875125,86.98317504364532,89.5045652346883,679500,87.62588500976562,,38.29197401149778
2020-02-25,84.7880859375,88.37736312788708,84.40246142712002,88.05107068789596,613100,84.7880859375,,28.39701634601333
2020-02-26,85.03528594970703,87.07217526890143,84.71887588513498,85.42091048016013,731600,85.03528594970703,,21.484355825843352
2020-02-27,83.3741226196289,86.73598392360793,82.69186042363913,83.64109051938435,1015200,83.3741226196289,,20.28449829440048
2020-02-28,85.47034454345703,85.47034454345703,81.69319645401957,81.70307884548976,1561100,85.47034454345703,,32.14864158504038
2020-03-02,85.8164291381836,87.28971286607151,83.28514849797705,85.58900585700346,1269700,85.8164291381836,,28.934036661434135
2020-03-03,85.2528305053711,89.33649961750682,84.08606682421632,86.01418973028007,847700,85.2528305053711,,21.137747846231576
2020-03-04,88.13017272949219,88.13017272949219,85.64833433328327,86.8546425263061,549900,88.13017272949219,,30.57459688490043
2020-03-05,83.65098571777344,86.22181833181263,82.67209329866607,86.01417494253596,848100,83.65098571777344,,25.228357397450594
2020-03-06,82.5732192993164,83.1071626938685,80.47699792186869,81.4657803094516,704800,82.5732192993164,,24.524310482248865
2020-03-09,76.56140899658203,78.31155023871406,75.27598906954915,78.11379680862122,1214800,76.56140899658203,,20.472974297965763
2020-03-10,78.04459381103516,78.24234727015917,74.49486113241508,78.01493154654764,1094000,78.04459381103516,,24.03914267184426
2020-03-11,72.02291107177734,76.31423088921586,71.27144183052465,75.99782080242223,926200,72.02291107177734,,20.535733334281517
2020-03-12,69.66958618164062,71.56804601187082,65.72434769673534,68.16664070199391,1976600,69.66958618164062,,19.454309545719724
2020-03-13,72.99191284179688,75.22656306710127,67.17787533426785,73.16989396671157,1336300,72.99191284179688,91.77788726806641,29.318099283267586
2020-03-16,65.961669921875,69.54106475868146,65.06188190262851,67.14821327281376,1330100,65.961669921875,91.14344528198242,26.211934135749573
2020-03-17,66.35718536376953,69.98601484620936,64.26096402645449,67.59316332458506,1288300,66.35718536376953,90.5538687133789,26.48746433996375
2020-03-18,66.46595001220703,66.82191225763201,62.66902568084945,62.85689296731028,935700,66.46595001220703,89.94650772094727,27.849779875873338
2020-03-19,66.26818084716797,69.8871273814939,63.5391473604867,65.92210858006813,863900,66.26818084716797,89.31938171386719,23.527840265825333
2020-03-20,70.09477233886719,72.47774115655433,65.8924478219384,67.39540105017349,1432500,70.09477233886719,88.77293762207032,30.22388697110074
2020-03-23,67.08888244628906,71.90425531476691,62.20429888541373,70.75726414196382,871500,67.08888244628906,88.14127838134766,28.47434707910925
2020-03-24,73.4764175415039,74.71239553833347,68.9675722230892,70.3419791520588,864000,73.4764175415039,87.62788375854493,33.96800340022092
2020-03-25,74.15869140625,78.11382161458333,73.36766234705846,76.06704203352332,1290100,74.15869140625,87.12240386962891,38.67394442998035
2020-03-26,78.12368774414062,79.41899007860589,73.08089977407009,75.01891208028579,1789700,78.12368774414062,86.67527587890625,45.03310784513278
2020-03-27,73.96092987060547,76.52187278098617,72.517300862994,75.44410353744533,733700,73.96092987060547,86.14410217285156,46.97216326742358
2020-03-30,75.65174865722656,77.91606141175798,72.21078235302649,76.62075125028535,778100,75.65174865722656,85.6554458618164,47.22732561727112
2020-03-31,74.43555450439453,76.27469078302192,73.5555385751797,75.35512264370823,746700,74.43555450439453,85.14048873901368,53.1459686475568
2020-04-01,70.03544616699219,72.28986841237244,68.8192407220846,71.73615278545368,1249300,70.03544616699219,84.5371337890625,50.452889106484186
2020-04-02,71.49885559082031,73.14023805693388,69.22466051247245,69.35319951348407,1098000,71.49885559082031,83.97333068847657,48.06261855074071
2020-04-03,70.40129852294922,71.9438040797507,69.40263380623604,70.78692302619697,826000,70.40129852294922,83.4158546447754,56.80920839387864
2020-04-06,74.56407928466797,75.35510062406142,72.21077250623193,73.27865923541414,1191700,74.56407928466797,82.93392196655273,61.283296767569716
2020-04-07,74.6036148071289,77.11512252848436,74.26743247639631,76.59106916363088,852700,74.6036148071289,82.47473114013673,61.20945502850129
2020-04-08,77.00635528564453,77.36231748237617,74.00045648202703,74.97935629494383,1074900,77.00635528564453,82.08613967895508,63.944526016062014
